"Website","Order ID","Order Date","Purchase Order Number","Currency","Unit Price","Unit Price Tax","Shipping Charge","Total Discounts","Total Owed","Shipment Item Subtotal","Shipment Item Subtotal Tax","ASIN","Product Condition","Quantity","Payment Instrument Type","Order Status","Shipment Status","Ship Date","Shipping Option","Shipping Address","Billing Address","Carrier Name & Tracking Number","Product Name","Gift Message","Gift Sender Name","Gift Recipient Contact Details","Item Serial Number"
"Amazon.com","DEMO-1001016-0000016","2025-12-05T09:00:00Z","Not Applicable","USD","14.99","1.33","0","0","16.32","14.99","1.33","B08FCV6V7M","New","2","Visa - 1234","Closed","Shipped","2025-12-06T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456804)","AmazonBasics 6-Sheet Cross-Cut Paper Shredder","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001017-0000017","2025-12-04T13:30:00Z","Not Applicable","USD","27.99","2.49","0","0","30.48","27.99","2.49","B07GBDPXDH","New","1","Visa - 1234","Closed","Shipped","2025-12-05T08:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456805)","JBL Go 3: Portable Speaker with Bluetooth - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001018-0000018","2025-12-03T10:45:00Z","Not Applicable","USD","8.99","0.80","0","0","9.79","8.99","0.80","B000QYK2F2","New","1","Visa - 1234","Closed","Shipped","2025-12-04T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456806)","OXO Good Grips 3-Piece Peeler Set","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001019-0000019","2025-12-02T14:15:00Z","Not Applicable","USD","129.99","11.57","0","0","141.56","129.99","11.57","B09HMTV8CP","New","1","Visa - 1234","Closed","Shipped","2025-12-03T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456807)","Kindle Paperwhite (16 GB) - Agave Green","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001020-0000020","2025-12-01T11:30:00Z","Not Applicable","USD","19.99","1.78","0","0","21.77","19.99","1.78","B07FZ8S74R","New","1","Visa - 1234","Closed","Shipped","2025-12-02T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456808)","Fire TV Stick Lite with Alexa Voice Remote Lite","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001021-0000021","2025-11-30T09:45:00Z","Not Applicable","USD","45.00","4.01","0","0","49.01","45.00","4.01","B08G1N9WPP","New","1","Visa - 1234","Closed","Shipped","2025-12-01T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456809)","Tile Pro (2022) 2-Pack - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001022-0000022","2025-11-29T15:00:00Z","Not Applicable","USD","11.99","1.07","0","0","13.06","11.99","1.07","B07K9QJ43N","New","1","Visa - 1234","Closed","Shipped","2025-11-30T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456810)","Think and Grow Rich - Napoleon Hill","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001023-0000023","2025-11-28T12:30:00Z","Not Applicable","USD","79.99","7.12","0","0","87.11","79.99","7.12","B0BZJXJ96P","New","1","Visa - 1234","Closed","Shipped","2025-11-29T08:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456811)","Ring Video Doorbell 4 - Satin Nickel","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001024-0000024","2025-11-27T10:00:00Z","Not Applicable","USD","6.99","0.62","0","0","7.61","6.99","0.62","B00009P7M6","New","2","Visa - 1234","Closed","Shipped","2025-11-28T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456812)","Post-it Super Sticky Notes, 3x3 in, 5 Pads, Assorted Colors","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001025-0000025","2025-11-26T16:15:00Z","Not Applicable","USD","34.99","3.11","0","0","38.10","34.99","3.11","B09GYL8CP8","New","1","Visa - 1234","Closed","Shipped","2025-11-27T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456813)","Bose SoundLink Micro Bluetooth Speaker - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001026-0000026","2025-11-25T11:45:00Z","Not Applicable","USD","21.99","1.96","0","0","23.95","21.99","1.96","B08KZYW1RL","New","1","Visa - 1234","Closed","Shipped","2025-11-26T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456814)","The 7 Habits of Highly Effective People - Stephen R. Covey","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001027-0000027","2025-11-24T14:00:00Z","Not Applicable","USD","149.99","13.35","0","0","163.34","149.99","13.35","B09DK8B8NN","New","1","Visa - 1234","Closed","Shipped","2025-11-25T09:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456815)","Dyson V8 Origin+ Cordless Stick Vacuum Cleaner","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001028-0000028","2025-11-23T09:30:00Z","Not Applicable","USD","5.99","0.53","0","0","6.52","5.99","0.53","B00006IFNN","New","1","Visa - 1234","Closed","Shipped","2025-11-24T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456816)","Sharpie Permanent Markers, Fine Point, Black, 12 Count","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001029-0000029","2025-11-22T15:45:00Z","Not Applicable","USD","39.99","3.56","0","0","43.55","39.99","3.56","B08HLNF8KM","New","1","Visa - 1234","Closed","Shipped","2025-11-23T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456817)","Logitech MX Master 3S Wireless Mouse - Graphite","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001030-0000030","2025-11-21T10:15:00Z","Not Applicable","USD","17.99","1.60","0","0","19.59","17.99","1.60","B07V8KTNV8","New","1","Visa - 1234","Closed","Shipped","2025-11-22T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456818)","Educated: A Memoir - Tara Westover","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001031-0000031","2025-11-20T13:30:00Z","Not Applicable","USD","299.99","26.70","0","0","326.69","299.99","26.70","B0B6YSWWPB","New","1","Visa - 1234","Closed","Shipped","2025-11-21T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456819)","Apple Watch SE (2nd Gen) 44mm GPS - Midnight Aluminum Case","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001032-0000032","2025-11-19T09:00:00Z","Not Applicable","USD","12.49","1.11","0","0","13.60","12.49","1.11","B08JZ7G3K4","New","1","Visa - 1234","Closed","Shipped","2025-11-20T08:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456820)","Crest 3D White Toothpaste, Advanced Luminous Mint, 4.1 oz 3-Pack","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001033-0000033","2025-11-18T14:45:00Z","Not Applicable","USD","54.99","4.89","0","0","59.88","54.99","4.89","B07YNM3P9T","New","1","Visa - 1234","Closed","Shipped","2025-11-19T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456821)","Philips Sonicare ProtectiveClean 4100 Electric Toothbrush - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001034-0000034","2025-11-17T11:00:00Z","Not Applicable","USD","8.99","0.80","0","0","9.79","8.99","0.80","B01N9X4S8A","New","2","Visa - 1234","Closed","Shipped","2025-11-18T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456822)","Command Picture Hanging Strips, Medium, White, 12 Pairs","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001035-0000035","2025-11-16T16:30:00Z","Not Applicable","USD","24.99","2.22","0","0","27.21","24.99","2.22","B07G9KLY6L","New","1","Visa - 1234","Closed","Shipped","2025-11-17T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456823)","Deep Work: Rules for Focused Success - Cal Newport","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001036-0000036","2025-11-15T10:45:00Z","Not Applicable","USD","69.99","6.23","0","0","76.22","69.99","6.23","B09FL5YH4C","New","1","Visa - 1234","Closed","Shipped","2025-11-16T09:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456824)","Fitbit Inspire 3 Health & Fitness Tracker - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001037-0000037","2025-11-14T14:15:00Z","Not Applicable","USD","15.99","1.42","0","0","17.41","15.99","1.42","B0777H25HP","New","1","Visa - 1234","Closed","Shipped","2025-11-15T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456825)","AmazonBasics Microfiber Cleaning Cloths, 24 Pack","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001038-0000038","2025-11-13T09:30:00Z","Not Applicable","USD","179.99","16.02","0","0","196.01","179.99","16.02","B0BZBJX9ZD","New","1","Visa - 1234","Closed","Shipped","2025-11-14T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456826)","Apple Pencil (2nd Generation)","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001039-0000039","2025-11-12T15:00:00Z","Not Applicable","USD","13.99","1.25","0","0","15.24","13.99","1.25","B074VF3SNK","New","1","Visa - 1234","Closed","Shipped","2025-11-13T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456827)","Sapiens: A Brief History of Humankind - Yuval Noah Harari","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001040-0000040","2025-11-11T11:45:00Z","Not Applicable","USD","32.99","2.94","0","0","35.93","32.99","2.94","B07SHF3VZB","New","1","Visa - 1234","Closed","Shipped","2025-11-12T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456828)","Cosori Air Fryer Accessories Set, 6 Piece, Fits 3.7-4.2 Qt","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001041-0000041","2025-11-10T10:00:00Z","Not Applicable","USD","7.49","0.67","0","0","8.16","7.49","0.67","B07542Z8TN","New","1","Visa - 1234","Closed","Shipped","2025-11-11T08:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456829)","Mrs. Meyer's Clean Day Hand Soap, Lavender Scent, 12.5 oz","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001042-0000042","2025-11-09T14:30:00Z","Not Applicable","USD","99.99","8.90","0","0","108.89","99.99","8.90","B09HBYH4ND","New","1","Visa - 1234","Closed","Shipped","2025-11-10T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456830)","Amazon Echo Show 8 (3rd Gen) - Charcoal","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001043-0000043","2025-11-08T09:15:00Z","Not Applicable","USD","19.99","1.78","0","0","21.77","19.99","1.78","B08G1Z5TZR","New","1","Visa - 1234","Closed","Shipped","2025-11-09T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456831)","Becoming - Michelle Obama","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001044-0000044","2025-11-07T15:45:00Z","Not Applicable","USD","44.99","4.00","0","0","48.99","44.99","4.00","B08PSLMLSD","New","1","Visa - 1234","Closed","Shipped","2025-11-08T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456832)","KitchenAid Classic Stainless Steel Knife Set, 12 Piece","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001045-0000045","2025-11-06T11:30:00Z","Not Applicable","USD","11.99","1.07","0","0","13.06","11.99","1.07","B0B3H6W6Y7","New","2","Visa - 1234","Closed","Shipped","2025-11-07T09:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456833)","Energizer MAX AA Batteries, 24 Pack","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001046-0000046","2025-11-05T10:00:00Z","Not Applicable","USD","249.99","22.25","0","0","272.24","249.99","22.25","B0C5C5WJ2P","New","1","Visa - 1234","Closed","Shipped","2025-11-06T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456834)","Samsung Galaxy Buds2 Pro - Graphite","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001047-0000047","2025-11-04T14:15:00Z","Not Applicable","USD","16.49","1.47","0","0","17.96","16.49","1.47","B07Y2XKZBV","New","1","Visa - 1234","Closed","Shipped","2025-11-05T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456835)","Can't Hurt Me: Master Your Mind - David Goggins","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001048-0000048","2025-11-03T09:45:00Z","Not Applicable","USD","64.99","5.78","0","0","70.77","64.99","5.78","B0B8Z5LMRP","New","1","Visa - 1234","Closed","Shipped","2025-11-04T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456836)","eufy Security Video Doorbell Dual Camera - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001049-0000049","2025-11-02T15:30:00Z","Not Applicable","USD","9.99","0.89","0","0","10.88","9.99","0.89","B07B4SX15P","New","1","Visa - 1234","Closed","Shipped","2025-11-03T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456837)","Glad ForceFlex Tall Kitchen Trash Bags, 13 Gallon, 120 Count","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001050-0000050","2025-11-01T11:00:00Z","Not Applicable","USD","37.99","3.38","0","0","41.37","37.99","3.38","B08DL2CWNN","New","1","Visa - 1234","Closed","Shipped","2025-11-02T08:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456838)","Ember Temperature Control Smart Mug 2, 10 oz - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001051-0000051","2025-10-31T10:30:00Z","Not Applicable","USD","14.99","1.33","0","0","16.32","14.99","1.33","B09C1P9VJ8","New","1","Visa - 1234","Closed","Shipped","2025-11-01T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456839)","Start with Why: How Great Leaders Inspire - Simon Sinek","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001052-0000052","2025-10-30T14:00:00Z","Not Applicable","USD","89.99","8.01","0","0","98.00","89.99","8.01","B0BL6MZ45P","New","1","Visa - 1234","Closed","Shipped","2025-10-31T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456840)","Keurig K-Mini Coffee Maker - Matte Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001053-0000053","2025-10-29T09:15:00Z","Not Applicable","USD","6.99","0.62","0","0","7.61","6.99","0.62","B000IZQGSU","New","3","Visa - 1234","Closed","Shipped","2025-10-30T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456841)","Dawn Ultra Dishwashing Liquid, Original Scent, 16.2 oz","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001054-0000054","2025-10-28T15:45:00Z","Not Applicable","USD","159.99","14.24","0","0","174.23","159.99","14.24","B0CMLRBQGC","New","1","Visa - 1234","Closed","Shipped","2025-10-29T09:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456842)","Beats Studio Buds + True Wireless Noise Cancelling Earbuds - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001055-0000055","2025-10-27T11:30:00Z","Not Applicable","USD","23.99","2.14","0","0","26.13","23.99","2.14","B07WK4Z9KR","New","1","Visa - 1234","Closed","Shipped","2025-10-28T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456843)","Good to Great: Why Some Companies Make the Leap - Jim Collins","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001056-0000056","2025-10-26T10:00:00Z","Not Applicable","USD","42.99","3.83","0","0","46.82","42.99","3.83","B08K3LPYJN","New","1","Visa - 1234","Closed","Shipped","2025-10-27T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456844)","Razer DeathAdder V3 Gaming Mouse - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-1001057-0000057","2025-10-25T14:30:00Z","Not Applicable","USD","18.99","1.69","0","0","20.68","18.99","1.69","B074W9R9NC","New","1","Visa - 1234","Closed","Shipped","2025-10-26T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA123456845)","Lodge Cast Iron Skillet, 10.25 Inch, Pre-Seasoned","Not Available","Not Available","Not Available","Not Available"
