"Website","Order ID","Order Date","Purchase Order Number","Currency","Unit Price","Unit Price Tax","Shipping Charge","Total Discounts","Total Owed","Shipment Item Subtotal","Shipment Item Subtotal Tax","ASIN","Product Condition","Quantity","Payment Instrument Type","Order Status","Shipment Status","Ship Date","Shipping Option","Shipping Address","Billing Address","Carrier Name & Tracking Number","Product Name","Gift Message","Gift Sender Name","Gift Recipient Contact Details","Item Serial Number"
"Amazon.com","DEMO-2001030-0000030","2025-12-26T11:30:00Z","Not Applicable","USD","15.99","1.42","0","0","17.41","15.99","1.42","B0B8J76G6N","New","1","Visa - 1234","Closed","Shipped","2025-12-27T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456818)","Tomorrow, and Tomorrow, and Tomorrow: A Novel - Gabrielle Zevin","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001031-0000031","2025-12-27T10:45:00Z","Not Applicable","USD","42.99","3.83","0","0","46.82","42.99","3.83","B0BJLXMVJ2","New","1","Visa - 1234","Closed","Shipped","2025-12-28T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456819)","SteelSeries Arctis Nova 3 Gaming Headset - Black","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001032-0000032","2025-12-28T14:00:00Z","Not Applicable","USD","8.49","0.76","0","0","9.25","8.49","0.76","B0001VLG6U","New","3","Visa - 1234","Closed","Shipped","2025-12-29T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456820)","Bic Round Stic Xtra Life Ballpoint Pens, Blue, 12 Pack","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001033-0000033","2025-12-29T09:30:00Z","Not Applicable","USD","139.99","12.46","0","0","152.45","139.99","12.46","B0C8NMPZSR","New","1","Visa - 1234","Closed","Shipped","2025-12-30T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456821)","Nanoleaf Shapes Hexagons Smarter Kit - 9 Panels","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001034-0000034","2025-12-30T15:15:00Z","Not Applicable","USD","18.99","1.69","0","0","20.68","18.99","1.69","B0BGQYP1SJ","New","1","Visa - 1234","Closed","Shipped","2025-12-31T08:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456822)","The House in the Pines: A Novel - Ana Reyes","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001035-0000035","2025-12-31T11:00:00Z","Not Applicable","USD","79.99","7.12","0","0","87.11","79.99","7.12","B09JQLS2T7","New","1","Visa - 1234","Closed","Shipped","2025-01-01T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456823)","Lenovo Smart Clock Essential with Alexa - Clay Red","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001036-0000036","2025-11-15T10:30:00Z","Not Applicable","USD","24.99","2.22","0","0","27.21","24.99","2.22","B09TYVMZQ7","New","1","Visa - 1234","Closed","Shipped","2025-11-16T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456824)","Ninja Foodi NeverDull Premium Knife System, 10-Piece Set","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001037-0000037","2025-11-10T14:45:00Z","Not Applicable","USD","13.49","1.20","0","0","14.69","13.49","1.20","B09TY3HKWR","New","1","Visa - 1234","Closed","Shipped","2025-11-11T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456825)","Verity - Colleen Hoover","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001038-0000038","2025-11-05T09:00:00Z","Not Applicable","USD","94.99","8.46","0","0","103.45","94.99","8.46","B0C51BN8VM","New","1","Visa - 1234","Closed","Shipped","2025-11-06T09:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456826)","Roku Streaming Stick 4K+ - HDR with Roku Voice Remote Pro","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001039-0000039","2025-10-31T15:30:00Z","Not Applicable","USD","6.99","0.62","0","0","7.61","6.99","0.62","B07GYM7YY1","New","2","Visa - 1234","Closed","Shipped","2025-11-01T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456827)","Crayola Colored Pencils, 50 Count, Vibrant Colors","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001040-0000040","2025-10-25T11:15:00Z","Not Applicable","USD","169.99","15.13","0","0","185.12","169.99","15.13","B0C8Z7L45C","New","1","Visa - 1234","Closed","Shipped","2025-10-26T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456828)","Nintendo Switch Pro Controller","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001041-0000041","2025-10-20T10:00:00Z","Not Applicable","USD","19.99","1.78","0","0","21.77","19.99","1.78","B0BGY67V88","New","1","Visa - 1234","Closed","Shipped","2025-10-21T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456829)","It Ends with Us: A Novel - Colleen Hoover","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001042-0000042","2025-10-15T14:30:00Z","Not Applicable","USD","49.99","4.45","0","0","54.44","49.99","4.45","B07VNMXS4K","New","1","Visa - 1234","Closed","Shipped","2025-10-16T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456830)","SimpliSafe Entry Sensor - 3 Pack","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001043-0000043","2025-10-10T09:45:00Z","Not Applicable","USD","11.99","1.07","0","0","13.06","11.99","1.07","B0000DIET3","New","1","Visa - 1234","Closed","Shipped","2025-10-11T08:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456831)","WD-40 Multi-Use Product, 12 oz","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001044-0000044","2025-10-05T15:00:00Z","Not Applicable","USD","229.99","20.47","0","0","250.46","229.99","20.47","B0BN8Y3JZ6","New","1","Visa - 1234","Closed","Shipped","2025-10-06T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456832)","SanDisk Professional 2TB G-Drive External Hard Drive","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001045-0000045","2025-09-30T11:30:00Z","Not Applicable","USD","14.99","1.33","0","0","16.32","14.99","1.33","B08RZK6MXTP","New","1","Visa - 1234","Closed","Shipped","2025-10-01T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456833)","The Silent Patient - Alex Michaelides","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001046-0000046","2025-09-25T10:15:00Z","Not Applicable","USD","84.99","7.56","0","0","92.55","84.99","7.56","B0BT7N1T7K","New","1","Visa - 1234","Closed","Shipped","2025-09-26T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456834)","Anker Soundcore Motion+ Bluetooth Speaker","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001047-0000047","2025-09-20T14:45:00Z","Not Applicable","USD","7.99","0.71","0","0","8.70","7.99","0.71","B000KKIIPQ","New","2","Visa - 1234","Closed","Shipped","2025-09-21T09:30:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456835)","Purell Advanced Hand Sanitizer, 8 oz Pump Bottle","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001048-0000048","2025-09-15T09:30:00Z","Not Applicable","USD","149.99","13.35","0","0","163.34","149.99","13.35","B0BZJKDPHC","New","1","Visa - 1234","Closed","Shipped","2025-09-16T10:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456836)","GoPro HERO11 Black Mini - Waterproof Action Camera","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001049-0000049","2025-09-10T15:15:00Z","Not Applicable","USD","21.99","1.96","0","0","23.95","21.99","1.96","B0BQZ9QNRP","New","1","Visa - 1234","Closed","Shipped","2025-09-11T08:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456837)","Happy Place: A Novel - Emily Henry","Not Available","Not Available","Not Available","Not Available"
"Amazon.com","DEMO-2001050-0000050","2025-09-05T11:00:00Z","Not Applicable","USD","39.99","3.56","0","0","43.55","39.99","3.56","B07YGZL8XF","New","1","Visa - 1234","Closed","Shipped","2025-09-06T09:00:00Z","next-1dc","Demo User 123 Main Street Anytown NY 12345 United States","Demo User 123 Main Street Anytown NY 12345 United States","AMZN_US(TBA223456838)","VIZIO 24 inch D-Series FHD LED SmartCast Smart TV","Not Available","Not Available","Not Available","Not Available"
